model,MAE,RMSE,MASE,Bias
LSTM (1-step),0.13021905720233917,0.1817460060119629,0.09729897912154595,0.09717952460050583
seasonal_naive,2.341181174491351,3.0192664560336304,1.7493179808746027,1.7544106522864036
