date,actual,seasonal_naive,sarima_plain,sarimax_temp,sarimax_ci_lower,sarimax_ci_upper
2020-03-01 00:00:00+00:00,58.89913690476191,63.44200595238095,62.99141281286202,61.59182263573286,59.227890351055095,63.95575492041063
2020-03-08 00:00:00+00:00,58.688470238095235,59.17857142857143,61.37106949185885,60.60492842646245,58.24099614175971,62.96886071116519
2020-03-15 00:00:00+00:00,58.534238095238095,60.88598809523809,60.94930074658211,59.92087205153062,57.556939766795196,62.28480433626605
2020-03-22 00:00:00+00:00,55.372744047619044,60.75360714285714,60.017165986651115,59.10033001096501,56.73639772620461,61.46426229572541
2020-03-29 00:00:00+00:00,53.471982142857144,55.40161904761904,57.29393879503272,57.57125300557234,55.207320720779244,59.93518529036543
2020-04-05 00:00:00+00:00,52.84526785714286,54.534148809523806,57.03135129768179,57.774759474464055,55.410827189645985,60.138691759282125
2020-04-12 00:00:00+00:00,47.21088690476191,56.09988095238096,56.84928320737873,56.20320596918867,53.83927368433792,58.56713825403943
2020-04-19 00:00:00+00:00,47.41569642857143,54.43427380952381,56.55791453169084,56.148470260364675,53.784537975488945,58.512402545240406
2020-04-26 00:00:00+00:00,50.17241666666666,55.34271428571428,57.26372618448065,56.10605354453563,53.742121259627204,58.46998582944405
2020-05-03 00:00:00+00:00,48.161904761904765,52.81313690476191,55.60254315509099,54.95508629816886,52.59115401323547,57.31901858310225
2020-05-10 00:00:00+00:00,49.59077976190476,52.85682142857143,55.750646638363115,55.290668693757475,52.92673640879139,57.65460097872356
2020-05-17 00:00:00+00:00,50.92697619047619,55.369166666666665,56.37908249227687,56.77371164313976,54.40977935814871,59.137643928130814
2020-05-24 00:00:00+00:00,47.43964285714286,53.64008928571428,54.6912658977203,53.6746677798652,51.31073549484146,56.038600064888946
2020-05-31 00:00:00+00:00,49.52760714285714,53.98164880952381,56.038218423628614,54.50687542344009,52.142943138391374,56.87080770848881
2020-06-07 00:00:00+00:00,48.776244047619045,56.448547619047616,56.693160485980954,55.71007060081655,53.346138315735146,58.074002885897954
2020-06-14 00:00:00+00:00,48.219744047619045,55.91553571428572,56.65006988363848,56.494753336963626,54.13082105185725,58.858685622070006
2020-06-21 00:00:00+00:00,49.81394642857143,56.29283928571428,57.61511379074996,57.14032423972871,54.77639195458964,59.504256524867785
2020-06-28 00:00:00+00:00,50.48079166666666,55.683684523809525,57.55617381584414,57.671734529750665,55.30780224458662,60.03566681491471
2020-07-05 00:00:00+00:00,51.458875,55.95719642857143,57.64476027471345,57.471203988533944,55.10727170333721,59.835136273730676
2020-07-12 00:00:00+00:00,51.25257738095238,53.87878571428572,56.828595625214604,55.72022215841953,53.356289873197824,58.08415444364124
2020-07-19 00:00:00+00:00,50.896184523809524,53.46576785714286,56.6468803690295,55.34786498236258,52.98393269710818,57.71179726761698
2020-07-26 00:00:00+00:00,50.47573809523809,55.10847619047619,56.313054004110214,55.43345977405798,53.069527488778604,57.797392059337355
2020-08-02 00:00:00+00:00,50.049392857142855,54.96707738095238,56.048434450271515,55.218368062226,52.85443577691394,57.58230034753806
2020-08-09 00:00:00+00:00,49.45092261904762,54.29031547619047,55.693095479795645,55.52719510320708,53.16326281787004,57.89112738854411
2020-08-16 00:00:00+00:00,52.07673809523809,53.30570238095238,55.24280182984177,55.757316801776724,53.393384516407,58.12124908714645
2020-08-23 00:00:00+00:00,51.872059523809526,54.650571428571425,56.598831817826415,56.87044774466321,54.506515459268506,59.23438003005791
2020-08-30 00:00:00+00:00,51.653375,54.58705357142857,56.60887427944824,55.8021259058441,53.43819362041671,58.16605819127149
2020-09-06 00:00:00+00:00,51.61774404761905,54.906511904761906,56.76178908165409,55.80123900296642,53.43730671751406,58.165171288418776
2020-09-13 00:00:00+00:00,51.50763095238096,55.12004761904762,57.31589984218689,56.34950648152145,53.9855741960364,58.7134387670065
2020-09-20 00:00:00+00:00,52.18132738095238,56.60389285714285,57.06592539682913,56.79138814311908,54.427455857609054,59.1553204286291
2020-09-27 00:00:00+00:00,53.41193452380953,56.12404166666666,57.623626673397474,57.21587318775408,54.85194090221137,59.57980547329679
2020-10-04 00:00:00+00:00,57.41031944444445,54.287059523809525,57.06836655246645,55.8661355864015,53.50220329945481,58.23006787334818
