date,actual,seasonal_naive,sarima_complex,sarima_simple,complex_ci_lower,complex_ci_upper
2020-06-21 00:00:00+00:00,49.81394642857143,56.29283928571428,57.48914080598007,57.61511379074996,54.3228413646124,60.65544024734774
2020-06-28 00:00:00+00:00,50.48079166666666,55.683684523809525,57.107709235406354,57.55617381584414,53.941409793920805,60.2740086768919
2020-07-05 00:00:00+00:00,51.458875,55.95719642857143,57.29228581947781,57.64476027471345,54.12598637787645,60.45858526107917
2020-07-12 00:00:00+00:00,51.25257738095238,53.87878571428572,56.10732886317794,56.828595625214604,52.94102942145868,59.2736283048972
2020-07-19 00:00:00+00:00,50.896184523809524,53.46576785714286,55.82834743334361,56.6468803690295,52.66204799150854,58.99464687517868
2020-07-26 00:00:00+00:00,50.47573809523809,55.10847619047619,56.08184295861474,56.313054004110214,52.91554351666177,59.248142400567716
2020-08-02 00:00:00+00:00,50.049392857142855,54.96707738095238,55.84051447032346,56.048434450271515,52.67421502825468,59.006813912392246
2020-08-09 00:00:00+00:00,49.45092261904762,54.29031547619047,55.332518905453306,55.693095479795645,52.16621946326662,58.49881834763999
2020-08-16 00:00:00+00:00,52.07673809523809,53.30570238095238,54.781320010120474,55.24280182984177,51.615020567817965,57.947619452422984
2020-08-23 00:00:00+00:00,51.872059523809526,54.650571428571425,56.00592408190937,56.598831817826415,52.839624639488974,59.172223524329766
2020-08-30 00:00:00+00:00,51.653375,54.58705357142857,56.01824545257754,56.60887427944824,52.85194601011478,59.1845448950403
2020-09-06 00:00:00+00:00,51.61774404761905,54.906511904761906,56.31514009731416,56.76178908165409,53.14884065462181,59.48143954000652
2020-09-13 00:00:00+00:00,51.50763095238096,55.12004761904762,56.81257937776459,57.31589984218689,53.646279934923946,59.97887882060524
2020-09-20 00:00:00+00:00,52.18132738095238,56.60389285714285,57.12329454162089,57.06592539682913,53.956995098741466,60.28959398450032
2020-09-27 00:00:00+00:00,53.41193452380953,56.12404166666666,57.36022684536426,57.623626673397474,54.19392740226145,60.52652628846707
2020-10-04 00:00:00+00:00,57.41031944444445,54.287059523809525,56.26289056246797,57.06836655246645,53.096591119032155,59.42919000590379
