date,actual,seasonal_naive,gradient_boosting
2020-04-05 00:00:00+00:00,52.84526785714286,54.534148809523806,55.69498099239057
2020-04-12 00:00:00+00:00,47.21088690476191,56.09988095238096,56.82908345831458
2020-04-19 00:00:00+00:00,47.41569642857143,54.43427380952381,53.3186919997832
2020-04-26 00:00:00+00:00,50.17241666666666,55.34271428571428,53.11242344572395
2020-05-03 00:00:00+00:00,48.161904761904765,52.81313690476191,53.075742022510696
2020-05-10 00:00:00+00:00,49.59077976190476,52.85682142857143,54.299991883862546
2020-05-17 00:00:00+00:00,50.92697619047619,55.369166666666665,54.42245392400999
2020-05-24 00:00:00+00:00,47.43964285714286,53.64008928571428,53.964898130563796
2020-05-31 00:00:00+00:00,49.52760714285714,53.98164880952381,53.332027650957826
2020-06-07 00:00:00+00:00,48.776244047619045,56.448547619047616,53.91104374953789
2020-06-14 00:00:00+00:00,48.219744047619045,55.91553571428572,53.35376544605594
2020-06-21 00:00:00+00:00,49.81394642857143,56.29283928571428,53.25151256910807
2020-06-28 00:00:00+00:00,50.48079166666666,55.683684523809525,54.58674065148642
2020-07-05 00:00:00+00:00,51.458875,55.95719642857143,54.212034738573564
2020-07-12 00:00:00+00:00,51.25257738095238,53.87878571428572,53.319200892705425
2020-07-19 00:00:00+00:00,50.896184523809524,53.46576785714286,53.084000439957045
2020-07-26 00:00:00+00:00,50.47573809523809,55.10847619047619,53.42168156005221
2020-08-02 00:00:00+00:00,50.049392857142855,54.96707738095238,52.911295595579034
2020-08-09 00:00:00+00:00,49.45092261904762,54.29031547619047,53.04377996689385
2020-08-16 00:00:00+00:00,52.07673809523809,53.30570238095238,53.667067101177985
2020-08-23 00:00:00+00:00,51.872059523809526,54.650571428571425,53.40819600649177
2020-08-30 00:00:00+00:00,51.653375,54.58705357142857,53.75035913820027
2020-09-06 00:00:00+00:00,51.61774404761905,54.906511904761906,53.288116819240926
2020-09-13 00:00:00+00:00,51.50763095238096,55.12004761904762,53.120262309609295
2020-09-20 00:00:00+00:00,52.18132738095238,56.60389285714285,53.348070243046664
2020-09-27 00:00:00+00:00,53.41193452380953,56.12404166666666,54.019585043882145
2020-10-04 00:00:00+00:00,57.41031944444445,54.287059523809525,53.397320813949754
